Supplier's name,Buyer's name,Supplier's TIN,Supplier's Document Type,Supplier's Registration / Identification Number / Passport Number,Supplier's SST Registration Number,Supplier's Tourism Tax Registration Number,Supplier's e-mail,Supplier's Malaysia Standard Industrial Classification (MSIC) Code,Supplier's Business Activity Description,Buyer's TIN,Buyer's Document Type,Buyer's Registration / Identification Number / Passport Number,Buyer's SST Registration Number,Buyer's e-mail,Supplier's Address Line 0,Supplier's Address Line 1,Supplier's Address Line 2,Supplier's Postal Code,Supplier's City Name,Supplier's State,Supplier's Country,Buyer's Address Line 0,Buyer's Address Line 1,Buyer's Address Line 2,Buyer's Postal Code,Buyer's City Name,Buyer's State,Buyer's Country,Supplier's Contact Number,Buyer's Contact Number,e-Invoice Version,e-Invoice Type,e-Invoice Code / Number,Original e-Invoice Reference Number,e-Invoice Date,e-Invoice Time,Issuer's Digital Signature,Invoice Currency Code,Currency Exchange Rate,Frequency of Billing,Billing Period Start Date,Billing Period End Date,Classification,Description of Product or Service,Unit Price,Tax Type,Tax Rate,Tax Amount,Details of Tax Exemption,Amount Exempted from Tax,Subtotal,Total Excluding Tax (line item),Total Excluding Tax (invoice level),Total Tax Amount,Total Including Tax,Total Net Amount,Total Payable Amount,Rounding Amount,Total TaxableAmount Per Tax Type,Quantity,Measurement,Discount Rate,Discount Amount,Total Discount Rate,Total Discount Amount,Fee / Charge Rate,Fee / Charge Amount,Total Fee / Charge Rate,Total Fee / Charge Amount,Payment Mode,Supplier's Bank Account,Payment Terms,Prepayment Amount,Prepayment Date,Prepayment Time,Prepayment Reference Number,Bill Reference Number,"Reference Number of Customs Form No.1, 9, etc.",PO Number,DO Number,PO Number (invoice level),DO Number (invoice level)
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2269,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2270,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2271,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2272,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2273,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2274,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2275,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2276,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2277,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2278,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2279,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2280,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2281,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2282,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2283,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2284,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2285,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2286,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2287,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2288,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2289,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2290,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2291,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2292,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2293,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2294,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2295,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2296,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2297,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2298,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2299,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2300,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2301,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2302,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2303,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2304,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2305,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2306,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2307,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2308,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2309,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2310,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2311,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2312,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2313,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2314,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2315,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2316,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2317,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2318,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2319,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 3,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2320,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 4,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2321,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 1,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
Jom eInvoice Sdn Bhd,Desmond Yong,,,,,,,,,,,,,desmondyong @jomeinvoice.com.my,,,,,,,,"Level 38, MYEG Tower, Empire City Damansara","LORONG THAMBI DUA, OFF JALAN BRUNEI",,47820,Petaling Jaya,Selangor,Malaysia,,,,1,TEST-INV-QUEUE-2322,,20/08/2025,8:00,,MYR,1,,,,22,Coffee 2,10,1,10,1,,,10,10,40,4,44,,44,,,1,Cup,,0,,,,,,,,,,,,,,,,,,,
